"INSEE CONSOLIDE";"THESAURUS AVEC AJOUTS";"PCS";"PROPOSITIONS CORRECTIONS";;;
"commerçant en bijouterie, joaillerie, horlogerie";"COMMERCANT";"22B2";;;;
"commerçant en habillement, lingerie, textile";"COMMERCANT";"22B2";;;;
"commerçant en jeux vidéos";"COMMERCANT";"22B2";;;;
"commerçant en maroquinerie";"MAROQUINIER";"22B2";;;;
"commerçant en parfumerie";"PARFUMEUR";"22B2";;;;
"commerçant en prêt à porter (PAP)";"MARCHAND D'ARTICLES VESTIMENTAIRES";"22B2";;;;
"commerçant en téléphonie";"COMMERCANT";"22B2";;;;
"disquaire";"DISQUAIRE";"22B2";;;;
"fleuriste";"FLEURISTE";"22B2";;;;
"fripier";"MARCHAND D'ARTICLES VESTIMENTAIRES";"22B2";;;;
"galériste";"COMMERCANT";"22B2";;;;
"gérant de commerce d'articles de sport";"COMMERCANT";"22B2";;;;
"gérant de commerce de biens pour la personne";"COMMERCANT";"22B2";;;;
"gérant de commerce de vêtements";"MARCHAND D'ARTICLES VESTIMENTAIRES";"22B2";;;;
"gérant de commerce en habillement";"MARCHAND D'ARTICLES VESTIMENTAIRES";"22B2";;;;
"gérant de sex shop";"GERANT DE SEX SHOP";"22B2";;;;
"gérant de vidéo club";"GERANT DE VIDEO CLUB";"22B2";;;;
"libraire";"LIBRAIRE";"22B2";;;;
"marchand ambulant";"MARCHAND AMBULANT";"22B2";;;;
"mercier";"MERCIER";"22B2";;;;
"vélociste";"MARCHAND DE CYCLES";"22B2";;;;
"buraliste";"BURALISTE";"22B3";;;;
"commerçant de cadeaux, souvenirs";"COMMERCANT";"22B3";;;;
"commerçant de cigarettes électroniques";"COMMERCANT";"22B3";;;;
"commerçant de produits de vapotage";"COMMERCANT";"22B3";;;;
"commerçant de tabac-presse";"BURALISTE";"22B3";;;;
"débitant de tabac";"BURALISTE";"22B3";;;;
"dépositaire de presse";"COMMERCANT";"22B3";;;;
"diffuseur de presse";"COMMERCANT";"22B3";;;;
"distributeur de carburants";"GERANT DE STATION SERVICE";"22B3";;;;
"exploitant de station de lavage (car-wash)";"GERANT DE STATION SERVICE";"22B3";;;;
"exploitant de station service";"GERANT DE STATION SERVICE";"22B3";;;;
"gérant d'un magasin de cigarettes électroniques (vapestore)";"COMMERCANT";"22B3";;;;
"gérant d'un vapestore";"COMMERCANT";"22B3";;;;
"gérant de station de lavage (car-wash)";"GERANT DE STATION SERVICE";"22B3";;;;
"gérant de station service";"GERANT DE STATION SERVICE";"22B3";;;;
"gérant de tabac-presse";"BURALISTE";"22B3";;;;
"kiosquier (vente de journaux)";"COMMERCANT";"22B3";;;;
"marchand de journaux";"COMMERCANT";"22B3";;;;
"pompiste";"POMPISTE";"22B3";;;;
"bistrotier";"DEBITANT DE BOISSONS";"22C1";;;;
"buraliste cafetier";"DEBITANT DE BOISSONS";"22C1";;;;
"cabaretier";"DEBITANT DE BOISSONS";"22C1";;;;
"cafetier";"DEBITANT DE BOISSONS";"22C1";;;;
"cafetier épicier";"DEBITANT DE BOISSONS";"22C1";;;;
"cafetier restaurateur";"GERANT DE RESTAURANT";"22C1";;;;
"chef d'entreprise de la restauration";"GERANT DE RESTAURANT";"22C1";;;;
"commerçant de bar-café-restaurant";"GERANT DE RESTAURANT";"22C1";;;;
"débitant de boissons";"DEBITANT DE BOISSONS";"22C1";;;;
"food trucker";"GERANT DE RESTAURANT";"22C1";;;;
"gérant de bar à bière, brasseur";"DEBITANT DE BOISSONS";"22C1";;;;
"gérant de bar à vins, caviste";"DEBITANT DE BOISSONS";"22C1";;;;
"gérant de bar-restaurant";"GERANT DE RESTAURANT";"22C1";;;;
"gérant de bar-tabac";"DEBITANT DE BOISSONS";"22C1";;;;
"gérant de brasserie";"GERANT DE BRASSERIE";"22C1";;;;
"gérant de café";"DEBITANT DE BOISSONS";"22C1";;;;
"gérant de café-livres";"DEBITANT DE BOISSONS";"22C1";;;;
"gérant de cafétéria";"GERANT DE RESTAURANT";"22C1";;;;
"gérant de cuisine centrale";"GERANT DE RESTAURANT";"22C1";;;;
"gérant de fast-food";"GERANT DE RESTAURANT";"22C1";;;;
"gérant de restaurant";"GERANT DE RESTAURANT";"22C1";;;;
"gérant de salon de thé";"GERANT DE SALON DE THE";"22C1";;;;
"gérant de self service";"GERANT DE SELF SERVICE";"22C1";;;;
"limonadier";"DEBITANT DE BOISSONS";"22C1";;;;
"manager de restauration rapide";"MANAGER DE RESTAURATION RAPIDE";"22C1";;;;
"restaurateur (café, restaurant, etc.)";"GERANT DE RESTAURANT";"22C1";;;;
"restaurateur ambulant";"GERANT DE RESTAURANT";"22C1";;;;
"restaurateur traiteur";"GERANT DE RESTAURANT";"22C1";;;;
"chef d'entreprise de l'hôtellerie";"HOTELIER";"22C2";;;;
"exploitant de camping";"EXPLOITANT DE CAMPING";"22C2";;;;
"exploitant de chambres d'hôtes";"BAILLEUR";"22C2";;;;
"gérant d'auberge de jeunesse";"HOTELIER";"22C2";;;;
"gérant d'hôtel";"HOTELIER";"22C2";;;;
"gérant d'hôtel-restaurant";"HOTELIER";"22C2";;;;
"gérant de camping";"EXPLOITANT DE CAMPING";"22C2";;;;
"gérant de chambres d'hôtes";"BAILLEUR";"22C2";;;;
"gérant de maison familiale";"BAILLEUR";"22C2";;;;
"hôtelier";"HOTELIER";"22C2";;;;
"hôtelier restaurateur";"HOTELIER RESTAURATEUR";"22C2";;;;
"loueur d'appartements meublés";"BAILLEUR";"22C2";;;;
"loueur d'appartements-hôtels";"BAILLEUR";"22C2";;;;
"loueur de chambres d'hôtes";"BAILLEUR";"22C2";;;;
"loueur de gîtes touristiques";"BAILLEUR";"22C2";;;;
"loueur de résidences touristiques";"BAILLEUR";"22C2";;;;
"agent d'assurance";"ASSUREUR";"22D1";;;;
"agent général d'assurance";"AGENT GENERAL D'ASSURANCE";"22D1";;;;
"assureur";"ASSUREUR";"22D1";;;;
"assureur conseil";"ASSUREUR";"22D1";;;;
"courtier en assurances";"COURTIER EN ASSURANCE";"22D1";;;;
"administrateur de biens immobiliers";"ADMINISTRATEUR DE BIENS";"22D2";;;;
"agent immobilier (directeur d'agence)";"GERANT D'AGENCE IMMOBILIERE";"22D2";;;;
"chef d'entreprise de l'immobilier";"GERANT D'AGENCE IMMOBILIERE";"22D2";;;;
"gérant d'immeubles";"GERANT D'AGENCE IMMOBILIERE";"22D2";;;;
"gérant de copropriété";"GERANT D'AGENCE IMMOBILIERE";"22D2";;;;
"gérant de syndic";"GERANT D'AGENCE IMMOBILIERE";"22D2";;;;
"gérant immobilier";"GERANT D'AGENCE IMMOBILIERE";"22D2";;;;
"loueur de fonds";"GERANT D'AGENCE IMMOBILIERE";"22D2";;;;
"responsable d'agence immobilière";"GERANT D'AGENCE IMMOBILIERE";"22D2";;;;
"agent commercial immobilier";"AGENT IMMOBILIER";"22D3";;;;
"agent immobilier (négociateur)";"AGENT IMMOBILIER";"22D3";;;;
"agent mandataire en immobilier";"AGENT IMMOBILIER";"22D3";;;;
"chasseur immobilier";"AGENT IMMOBILIER";"22D3";;;;
"coach immobilier";"AGENT IMMOBILIER";"22D3";;;;
"commercial en immobilier";"AGENT IMMOBILIER";"22D3";;;;
"conseiller de vente en immobilier";"AGENT IMMOBILIER";"22D3";;;;
"conseiller en immobilier";"AGENT IMMOBILIER";"22D3";;;;
"mandataire immobilier";"AGENT IMMOBILIER";"22D3";;;;
"marchand de biens immobiliers";"MARCHAND DE BIENS";"22D3";;;;
"négociateur foncier";"AGENT IMMOBILIER";"22D3";;;;
"négociateur immobilier";"AGENT IMMOBILIER";"22D3";;;;
"prospecteur négociateur en immobilier";"AGENT IMMOBILIER";"22D3";;;;
"vendeur immobilier";"AGENT IMMOBILIER";"22D3";;;;
"agent commercial en conseil informatique, numérique";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en fournitures industrielles";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en intérim";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en machines-outils";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en matériaux (métaux, bois, verre, etc.)";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en matériel médical";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en matériels agricoles";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en matériels de bureau";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en matériels de transport";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en matériels industriels";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en matières premières";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en nettoyage industriel";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en produits agroalimentaires";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en produits chimiques, plastiques";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en produits électriques";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en produits informatiques";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en produits métallurgiques";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en produits pharmaceutiques";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en ressources humaines, recrutement";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial en textile, confection";"AGENT COMMERCIAL";"22D4";;;;
"agent commercial indépendant";"AGENT COMMERCIAL";"22D4";;;;
"chevillard";"AGENT COMMERCIAL";"22D4";;;;
"colporteur";"AGENT COMMERCIAL";"22D4";;;;
"commerçant en automobile";"CONCESSIONNAIRE AUTOMOBILE";"22D4";;;;
"commerçant en fourrage";"AGENT COMMERCIAL";"22D4";;;;
"commissionnaire";"AGENT COMMERCIAL";"22D4";;;;
"concessionnaire automobile";"CONCESSIONNAIRE AUTOMOBILE";"22D4";;;;
"concessionnaire moto";"CONCESSIONNAIRE AUTOMOBILE";"22D4";;;;
"courtier automobile";"AGENT COMMERCIAL";"22D4";;;;
"courtier de marchandises";"AGENT COMMERCIAL";"22D4";;;;
"courtier de prêts immobiliers";"AGENT COMMERCIAL";"22D4";;;;
"courtier en travaux";"AGENT COMMERCIAL";"22D4";;;;
"démarcheur à domicile";"AGENT COMMERCIAL";"22D4";;;;
"démarcheur indépendant";"AGENT COMMERCIAL";"22D4";;;;
"gérant d'une société d'import/export";"AGENT COMMERCIAL";"22D4";;;;
"gérant de commerce de biens intermédiaires";"AGENT COMMERCIAL";"22D4";;;;
"gérant de commerce inter-entreprise";"AGENT COMMERCIAL";"22D4";;;;
"grossiste de biens industriels";"GROSSISTE";"22D4";;;;
"grossiste de biens pour la personne";"GROSSISTE";"22D4";;;;
"grossiste de biens pour le foyer";"GROSSISTE";"22D4";;;;
"grossiste de produits alimentaires";"GROSSISTE";"22D4";;;;
"intermédiaire du commerce";"GROSSISTE";"22D4";;;;
"mandataire automobile";"NEGOCIANT AUTOMOBILE";"22D4";;;;
"maquignon";"AGENT COMMERCIAL";"22D4";;;;
"marchand de bestiaux";"MARCHAND DE BESTIAUX";"22D4";;;;
"marchand de bois";"AGENT COMMERCIAL";"22D4";;;;
"marchand de charbon";"AGENT COMMERCIAL";"22D4";;;;
"marchand de chevaux";"AGENT COMMERCIAL";"22D4";;;;
"marchand de grains";"AGENT COMMERCIAL";"22D4";;;;
"mareyeur";"MAREYEUR";"22D4";;;;
"négociant automobile";"NEGOCIANT AUTOMOBILE";"22D4";;;;
"négociant d'équipements industriels";"AGENT COMMERCIAL";"22D4";;;;
"négociant de bestiaux";"AGENT COMMERCIAL";"22D4";;;;
"négociant de boissons";"AGENT COMMERCIAL";"22D4";;;;
"négociant de machines agricoles";"AGENT COMMERCIAL";"22D4";;;;
"négociant de matériaux de construction";"AGENT COMMERCIAL";"22D4";;;;
"négociant de produits agricoles";"AGENT COMMERCIAL";"22D4";;;;
"négociant de produits alimentaires";"AGENT COMMERCIAL";"22D4";;;;
"négociant de produits chimiques";"AGENT COMMERCIAL";"22D4";;;;
"négociant de vins et spiritueux";"NEGOCIANT EN VINS";"22D4";;;;
"négociant en bois";"NEGOCIANT EN BOIS";"22D4";;;;
"négociant en confection";"AGENT COMMERCIAL";"22D4";;;;
"négociant voyageur";"AGENT COMMERCIAL";"22D4";;;;
"vendeur au porte à porte";"AGENT COMMERCIAL";"22D4";;;;
"chef d'entreprise de gardiennage";"CHEF D'ENTREPRISE";"22D5";;;;
"chef d'entreprise de loisirs";"CHEF D'ENTREPRISE";"22D5";;;;
"chef d'entreprise de surveillance";"CHEF D'ENTREPRISE";"22D5";;;;
"chef d'entreprise du tourisme";"CHEF D'ENTREPRISE";"22D5";;;;
"directeur de laboratoire médical";"DIRECTEUR DE LABORATOIRE D'ANALYSES MEDICALES";"22D5";;;;
"entrepreneur de pompes funèbres";"ENTREPRENEUR DE POMPES FUNEBRES";"22D5";;;;
"entrepreneur de spectacles";"GERANT";"22D5";;;;
"exploitant de centre sportif et de loisirs";"GERANT";"22D5";;;;
"exploitant de parc de loisirs";"GERANT DE PARC DE LOISIRS";"22D5";;;;
"exploitant de salle de jeux";"GERANT DE SALLE DE JEUX";"22D5";;;;
"exploitant de salle de spectacles, de cinéma";"GERANT";"22D5";;;;
"exploitant de salle de sport";"GERANT";"22D5";;;;
"forain";"FORAIN";"22D5";;;;
"gérant d'agence d'intérim";"GERANT";"22D5";;;;
"gérant d'une société de sécurité privée";"CHEF D'ENTREPRISE";"22D5";;;;
"gérant d'une société de services à domicile";"CHEF D'ENTREPRISE";"22D5";;;;
"gérant de boîte de nuit";"RESPONSABLE D'ETABLISSEMENT";"22D5";;;;
"gérant de cabaret";"GERANT";"22D5";;;;
"gérant de centre sportif et de loisirs";"GERANT";"22D5";;;;
"gérant de cinéma";"GERANT";"22D5";;;;
"gérant de cirque";"GERANT";"22D5";;;;
"gérant de discothèque";"RESPONSABLE D'ETABLISSEMENT";"22D5";;;;
"gérant de parc de loisirs";"GERANT DE PARC DE LOISIRS";"22D5";;;;
"gérant de pompes funèbres";"ENTREPRENEUR DE POMPES FUNEBRES";"22D5";;;;
"gérant de salle de jeux";"GERANT DE SALLE DE JEUX";"22D5";;;;
"gérant de salle de spectacles";"GERANT";"22D5";;;;
"gérant de salle de sport";"GERANT";"22D5";;;;
"loueur de véhicules";"LOUEUR DE VEHICULES";"22D5";;;;
"animateur d'événements commerciaux";"ANIMATEUR DE GRANDE SURFACE";"22D6";;;;
"animateur de roadshows commerciaux";"ANIMATEUR DE GRANDE SURFACE";"22D6";;;;
"animateur événementiel";"ANIMATEUR DE GRANDE SURFACE";"22D6";;;;
"animateur merchandising";"ANIMATEUR DE GRANDE SURFACE";"22D6";;;;
"astrologue";"ASTROLOGUE";"22D6";;;;
"cartomancien";"VOYANT";"22D6";;;;
"chiropracteur";"CHIROPRACTEUR";"22D6";;;;
"client-mystère";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"coach de vie";"CONSEILLER EN DEVELOPPEMENT PERSONNEL";"22D6";;;;
"coach sexuel";"CONSEILLER EN DEVELOPPEMENT PERSONNEL";"22D6";;;;
"commissionnaire de transport";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"concepteur créateur en communication visuelle";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"conseiller artistique dans la publicité";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"conseiller en communication";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"conseiller en référencement naturel (SEO)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"conseiller en référencement payant (SEA)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"conseiller en référencement social (SMO)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"conseiller matrimonial";"CONSEILLER MATRIMONIAL";"22D6";;;;
"conseiller search engine advertising (SEA)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"conseiller search engine optimization (SEO)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"conseiller social media optimization (SMO)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant en communication";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant en référencement naturel (SEO)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant en référencement payant (SEA)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant en référencement social (SMO)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant liens sponsorisés";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant marketing";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant mercatique";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant search engine advertising (SEA)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant search engine optimization (SEO)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"consultant social media optimization (SMO)";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"détective privé";"DETECTIVE PRIVE";"22D6";;;;
"énergéticien";"THERAPEUTE";"22D6";;;;
"enquêteur privé";"DETECTIVE PRIVE";"22D6";;;;
"étiopathe";"THERAPEUTE";"22D6";;;;
"expert digital";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"gardien d'animaux";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"gardien de chenil";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"guérisseur";"GUERISSEUR";"22D6";;;;
"hypnothérapeute";"THERAPEUTE";"22D6";;;;
"hypnotiseur";"HYPNOTISEUR";"22D6";;;;
"magnétiseur";"MAGNETISEUR";"22D6";;;;
"marabout";"MARABOUT";"22D6";;;;
"medium";"VOYANT";"22D6";;;;
"musicothérapeute";"THERAPEUTE";"22D6";;;;
"naturopathe";"THERAPEUTE";"22D6";;;;
"organisateur d'événements";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"parapsychologue";"PARAPSYCHOLOGUE";"22D6";;;;
"psychopraticien";"THERAPEUTE";"22D6";;;;
"radiesthésiste";"RADIESTHESISTE";"22D6";;;;
"réflexologue";"THERAPEUTE";"22D6";;;;
"sophrologue";"THERAPEUTE";"22D6";;;;
"thérapeute";"THERAPEUTE";"22D6";;;;
"tour operator, tour opérateur";"VOYAGISTE";"22D6";;;;
"transitaire";"PRESTATAIRE DE SERVICE INDEPENDANT";"22D6";;;;
"voyagiste";"VOYAGISTE";"22D6";;;;
"voyant";"VOYANT";"22D6";;;;
"administrateur de banque";"ADMINISTRATEUR DE SOCIETE";"23A1";;;;
"administrateur de société";"ADMINISTRATEUR DE SOCIETE";"23A1";;;;
"président ou PDG de filiale";"ADMINISTRATEUR DE SOCIETE";"23A1";;;;
"vice-président d'entreprise";"VICE PRESIDENT";"23B0";;;;
"vice-président de société";"VICE PRESIDENT";"23B0";;;;
"président ou PDG d'entreprise du BTP";"PRESIDENT DIRECTEUR GENERAL";"23B1";;;;
"président ou PDG d'entreprise de l'industrie";"INDUSTRIEL";"23B2";;;;
"président ou PDG d'entreprise des transports";"PRESIDENT DIRECTEUR GENERAL";"23B2";;;;
"président ou PDG d'entreprise du commerce";"PRESIDENT DIRECTEUR GENERAL";"23B3";;;;
"président ou PDG d'entreprise de l'immobilier";"PRESIDENT DIRECTEUR GENERAL";"23B4";;;;
"président ou PDG d'entreprise de loisirs";"PRESIDENT DIRECTEUR GENERAL";"23B4";;;;
"président ou PDG d'entreprise de services";"PRESIDENT DIRECTEUR GENERAL";"23B4";;;;
"président ou PDG d'entreprise du tourisme";"PRESIDENT DIRECTEUR GENERAL";"23B4";;;;
"promoteur immobilier";"PROMOTEUR IMMOBILIER";"23B4";;;;
"alcoologue";"ALCOOLOGUE";"31A1";;;;
"allergologue";"ALLERGOLOGUE";"31A1";;;;
"anesthésiste";"ANESTHESISTE";"31A1";;;;
"angiologue";"ANGEIOLOGUE";"31A1";;;;
"biologiste médical";"MEDECIN SPECIALISTE";"31A1";;;;
"cardiologue";"CARDIOLOGUE";"31A1";;;;
"chirurgien";"CHIRURGIEN";"31A1";;;;
"chirurgien cardiaque";"CHIRURGIEN";"31A1";;;;
"chirurgien esthétique et réparateur";"CHIRURGIEN";"31A1";;;;
"chirurgien orthopédiste";"CHIRURGIEN";"31A1";;;;
"chirurgien pédiatrique";"CHIRURGIEN";"31A1";;;;
"chirurgien plasticien";"CHIRURGIEN";"31A1";;;;
"dermatologue";"DERMATOLOGUE";"31A1";;;;
"diabétologue";"DIABETOLOGUE";"31A1";;;;
"endocrinologue";"ENDOCRINOLOGUE";"31A1";;;;
"Gastro entérologue";"GASTRO ENTEROLOGUE";"31A1";;;;
"gériatre";"MEDECIN SPECIALISTE";"31A1";;;;
"gynécologue";"GYNECOLOGUE";"31A1";;;;
"gynécologue obstétricien";"GYNECOLOGUE OBSTETRICIEN";"31A1";;;;
"hématologue";"HEMATOLOGUE";"31A1";;;;
"hépatologue";"HEPATOLOGUE";"31A1";;;;
"médecin biologiste";"MEDECIN SPECIALISTE";"31A1";;;;
"médecin légiste";"MEDECIN LEGISTE";"31A1";;;;
"médecin rééducateur";"MEDECIN REEDUCATEUR";"31A1";;;;
"médecin spécialiste";"MEDECIN SPECIALISTE";"31A1";;;;
"néphrologue";"NEPHROLOGUE";"31A1";;;;
"neurochirurgien";"CHIRURGIEN";"31A1";;;;
"neurologue";"MEDECIN SPECIALISTE";"31A1";;;;
"neuropsychiatre";"NEUROPSYCHIATRE";"31A1";;;;
"oncologue";"CANCEROLOGUE";"31A1";;;;
"ophtalmologiste";"OPHTALMOLOGUE";"31A1";;;;
"ophtalmologue";"OPHTALMOLOGUE";"31A1";;;;
"oto-rhino-laryngologiste (ORL)";"OTO RHINO LARYNGOLOGISTE";"31A1";;;;
"pédiatre";"MEDECIN SPECIALISTE";"31A1";;;;
"pedopsychiatre";"PEDO PSYCHIATRE";"31A1";;;;
"pneumologue";"PNEUMOLOGUE";"31A1";;;;
"psychiatre";"PSYCHIATRE";"31A1";;;;
"radiologue";"RADIOLOGUE";"31A1";;;;
"rhumatologue";"RHUMATOLOGUE";"31A1";;;;
"stomatologue";"STOMATOLOGUE";"31A1";;;;
"urologue";"UROLOGUE";"31A1";;;;
"vénérologue";"VENEREOLOGUE";"31A1";;;;
"acupuncteur";"ACUPONCTEUR";"31A2";;;;
"homéopathe";"HOMEOPATHE";"31A2";;;;
"médecin généraliste";"MEDECIN GENERALISTE";"31A2";;;;
"chirurgien dentiste";"DENTISTE";"31A3";;;;
"dentiste";"DENTISTE";"31A3";;;;
"dentiste conseil";"DENTISTE";"31A3";;;;
"enseignant en chirurgie dentaire";"DENTISTE";"31A3";;;;
"odontalgiste";"DENTISTE";"31A3";;;;
"odontologue";"DENTISTE";"31A3";;;;
"orthodontiste";"ORTHODONTISTE";"31A3";;;;
"professeur des universités (odontologie)";"DENTISTE";"31A3";;;;
"art-thérapeute (psychologue)";"PSYCHOLOGUE";"31A4";;;;
"neuropsychologue";"PSYCHOLOGUE";"31A4";;;;
"psychanalyste";"PSYCHANALYSTE";"31A4";;;;
"psychologue";"PSYCHOLOGUE";"31A4";;;;
"psychologue clinicien";"PSYCHOLOGUE";"31A4";;;;
"psychologue-psychanalyste";"PSYCHANALYSTE";"31A4";;;;
"psychologue-psychothérapeute";"PSYCHOTHERAPEUTE";"31A4";;;;
"psychothérapeute";"PSYCHOTHERAPEUTE";"31A4";;;;
"dentiste animalier (vétérinaire)";"VETERINAIRE";"31A5";;;;
"hongreur (vétérinaire)";"HONGREUR";"31A5";;;;
"ostéopathe animalier (vétérinaire)";"VETERINAIRE";"31A5";;;;
"vétérinaire";"VETERINAIRE";"31A5";;;;
"vétérinaire inspecteur de santé publique";"VETERINAIRE";"31A5";;;;
"avocat";"AVOCAT";"31B1";;;;
"avocat associé";"AVOCAT";"31B1";;;;
"avocat collaborateur";"AVOCAT";"31B1";;;;
"avoué";"AVOUE";"31B1";;;;
"bâtonnier";"AVOCAT";"31B1";;;;
"notaire";"NOTAIRE";"31B2";;;;
"notaire assistant";"NOTAIRE";"31B2";;;;
"notaire associé";"NOTAIRE";"31B2";;;;
"commissaire aux comptes";"COMMISSAIRE AUX COMPTES";"31B3";;;;
"commissaire aux comptes associé";"COMMISSAIRE AUX COMPTES";"31B3";;;;
"comptable agréé";"EXPERT COMPTABLE";"31B3";;;;
"expert comptable - commissaire aux comptes";"EXPERT COMPTABLE";"31B3";;;;
"expert-comptable";"EXPERT COMPTABLE";"31B3";;;;
"expert-comptable associé";"EXPERT COMPTABLE";"31B3";;;;
"auditeur comptable";"CONSEIL EN ENTREPRISE";"31B4";;;;
"auditeur en organisation";"CONSEIL EN ENTREPRISE";"31B4";;;;
"coach en gestion de carrière";"CONSEIL EN ENTREPRISE";"31B4";;;;
"coach en ressources humaines";"CONSEIL EN ENTREPRISE";"31B4";;;;
"conseiller en entreprise";"CONSEIL EN ENTREPRISE";"31B4";;;;
"conseiller en gestion d'entreprise";"CONSEIL EN ENTREPRISE";"31B4";;;;
"conseiller en placement de défiscalisation";"CONSEILLER FISCAL";"31B4";;;;
"conseiller en propriété intellectuelle";"CONSEILLER JURIDIQUE";"31B4";;;;
"conseiller financier d'entreprise";"CONSEILLER FINANCIER";"31B4";;;;
"conseiller fiscal";"CONSEILLER FISCAL";"31B4";;;;
"conseiller juridique";"CONSEILLER JURIDIQUE";"31B4";;;;
"conseiller juridique en propriété industrielle";"CONSEILLER JURIDIQUE";"31B4";;;;
"consultant associé conseil aux entreprises";"CONSEIL EN ENTREPRISE";"31B4";;;;
"consultant conseil aux entreprises";"CONSEIL EN ENTREPRISE";"31B4";;;;
"consultant en formation";"CONSEIL EN ENTREPRISE";"31B4";;;;
"consultant en ingénierie pédagogique";"CONSEIL EN ENTREPRISE";"31B4";;;;
"consultant en organisation";"CONSEIL EN ENTREPRISE";"31B4";;;;
"consultant en ressources humaines";"CONSEILLER EN RELATIONS HUMAINES";"31B4";;;;
"consultant en stratégie d'entreprise";"CONSEIL EN ENTREPRISE";"31B4";;;;
"consultant financier";"CONSEILLER FINANCIER";"31B4";;;;
"consultant formateur";"CONSEIL EN ENTREPRISE";"31B4";;;;
"consultant senior en management";"CONSEIL EN ENTREPRISE";"31B4";;;;
