"unite_id","unite_cu","unite_nom","unite_adresse","unite_mail_actif","unite_tph","unite_dpt","unite_zpn","unite_cu_sup","mail_departement_actif","unite_id_anonym","horaire_ouverture","latitude_wgs84","longitude_wgs84"
"5325","4757","Brigade de proximité de Saint-Ambroix","100 Chemin de la Carrière 30500 ST AMBROIX","cob.st-ambroix@gendarmerie.interieur.gouv.fr","04 66 24 00 40","30","1","aucun","corg.ggd30@gendarmerie.interieur.gouv.fr","1010889","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","44.27777","4.19776"
"7223","4859","Brigade de proximité d'Olette","7 Rue Fusterie 66360 OLETTE","cob.prades@gendarmerie.interieur.gouv.fr","04 68 97 01 09","66","1","aucun","corg.ggd66@gendarmerie.interieur.gouv.fr","1011070","$Lundi : 8h00-12h00","42.55636","2.26999"
"7219","4803","Brigade de proximité de Gorges-du-Tarn-Causses","Route de Meyrueis STE ENIMIE 48210 GORGES DU TARN CAUSSES","cob.meyrueis@gendarmerie.interieur.gouv.fr","04 66 48 50 03","48","1","aucun","corg.ggd48@gendarmerie.interieur.gouv.fr","1011002","$Jeudi : 8h00-12h00 14h00-18h00","44.36373","3.41247"
"7220","4829","Brigade territoriale autonome de Millas","1 Rue Louis Noguères 66170 MILLAS","bta.millas@gendarmerie.interieur.gouv.fr","04 68 57 10 20","66","1","aucun","corg.ggd66@gendarmerie.interieur.gouv.fr","1011043","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","42.69274","2.68464"
"5700","391","Brigade de proximité de Chaulnes","6 Rue de Pertain 80320 CHAULNES","cob.chaulnes@gendarmerie.interieur.gouv.fr","03 22 86 30 17","80","1","aucun","corg.ggd80@gendarmerie.interieur.gouv.fr","1013903","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.81541","2.80809"
"5456","3688","Brigade de proximité de Lusigny-sur-Barse","58 Avenue du 28 Août 1944 10270 LUSIGNY SUR BARSE","cob.lusigny-sur-barse@gendarmerie.interieur.gouv.fr","03 25 41 20 09","10","1","aucun","corg.ggd10@gendarmerie.interieur.gouv.fr","1012480","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.25024","4.26467"
"7216","4809","Brigade de proximité de La-Canourgue","Avenue des Gorges-du-Tarn 48500 LA CANOURGUE","cob.marvejols@gendarmerie.interieur.gouv.fr","04 66 32 80 04","48","1","aucun","corg.ggd48@gendarmerie.interieur.gouv.fr","1010977","$Mardi : 8h00-12h00 14h00-18h00","44.43031","3.21568"
"7217","4831","Brigade territoriale autonome de Saint-Cyprien","Pas de la Prade-Sud 66750 ST CYPRIEN","bta.st-cyprien@gendarmerie.interieur.gouv.fr","04 68 21 00 19","66","1","aucun","corg.ggd66@gendarmerie.interieur.gouv.fr","1011044","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-19h00$Jours Fériés : 9h00-12h00 15h00-19h00","42.62205","3.01137"
"5278","4837","Brigade de proximité de Céret","4 Boulevard Simon Battle 66400 CERET","cob.ceret@gendarmerie.interieur.gouv.fr","04 68 68 48 10","66","1","aucun","corg.ggd66@gendarmerie.interieur.gouv.fr","1011051","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","42.48408","2.74401"
"5279","4842","Brigade de proximité d'Arles-sur-Tech","25 Avenue Louis Moli 66150 ARLES SUR TECH","cob.ceret@gendarmerie.interieur.gouv.fr",,"66","1","aucun","corg.ggd66@gendarmerie.interieur.gouv.fr","1011052","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00","42.4544","2.63517"
"7213","17291","Brigade de proximité de Cornillon","1390 Route de Cornillon 30630 CORNILLON","cob.pont-st-esprit@gendarmerie.interieur.gouv.fr","04 66 82 20 25","30","1","aucun","corg.ggd30@gendarmerie.interieur.gouv.fr","1010901","$Samedi : 8h00-12h00","44.21883","4.48515"
"7210","4735","Brigade de proximité de Saint-Mamert-du-Gard","2 Rue Nelson Mandela 30730 ST MAMERT DU GARD","cob.st-chaptes@gendarmerie.interieur.gouv.fr","04 66 81 10 33","30","1","aucun","corg.ggd30@gendarmerie.interieur.gouv.fr","1010884","$Mercredi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.89226","4.19653"
"7211","4748","Brigade de proximité de Saint-Martin-de-Valgalgues","Montée Colonel Arnaud BELTRAME 30520 ST MARTIN DE VALGALGUES","cob.salindres@gendarmerie.interieur.gouv.fr","04 66 86 00 69","30","1","aucun","corg.ggd30@gendarmerie.interieur.gouv.fr","1010887","$Lundi : 8h00-12h00$Mardi : 8h00-12h00$Mercredi : 8h00-12h00$Jeudi : 8h00-12h00$Vendredi : 8h00-12h00","44.15683","4.08229"
"4621","992","Brigade de proximité de Percy-en-Normandie","2 Rue Mac Laurin Colin PERCY 50410 PERCY EN NORMANDIE","cob.tessy-bocage@gendarmerie.interieur.gouv.fr","02 33 91 37 80","50","1","aucun","corg.ggd50@gendarmerie.interieur.gouv.fr","1007103",,"48.91322","-1.19174"
"7212","71102","Brigade de proximité de Saint-Laurent-la-Vernède","22 Route de Bagnols 30330 ST LAURENT LA VERNEDE","cob.uzes@gendarmerie.interieur.gouv.fr","04 66 72 90 01","30","1","aucun","corg.ggd30@gendarmerie.interieur.gouv.fr","1010907","$Lundi : 8h00-12h00$Mercredi : 14h00-19h00$Samedi : 8h00-12h00","44.13457","4.4006424"
"7209","4767","Brigade de proximité de Saint-Chaptes","405 Rue du Stade 30190 ST CHAPTES","cob.st-chaptes@gendarmerie.interieur.gouv.fr","04 66 81 20 73","30","1","aucun","corg.ggd30@gendarmerie.interieur.gouv.fr","1010883","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.972523","4.271749"
"7207","4709","Brigade de proximité de Vinassan","33 bis Rue du Four à Chaux 11110 VINASSAN","cob.vinassan@gendarmerie.interieur.gouv.fr","04 68 33 50 58","11","1","aucun","corg.ggd11@gendarmerie.interieur.gouv.fr","1010813","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-19h00$Jours Fériés : 9h00-12h00 15h00-19h00","43.20694","3.0781162"
"7208","4708","Brigade de proximité de Narbonne","200 Route Départementale 6009 11100 NARBONNE","cob.vinassan@gendarmerie.interieur.gouv.fr","04 68 41 42 88","11","1","aucun","corg.ggd11@gendarmerie.interieur.gouv.fr","1010815","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00","43.149506","2.9777513"
"4189","4588","Brigade territoriale autonome de Cadenet","329 Route de Lourmarin 84160 CADENET","bta.cadenet@gendarmerie.interieur.gouv.fr","04 90 68 00 17","84","1","aucun","corg.ggd84@gendarmerie.interieur.gouv.fr","1010422","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.73862","5.36469"
"4188","4609","Brigade territoriale autonome de Valréas","60 Rue Marie Vierge 84600 VALREAS","bta.valreas@gendarmerie.interieur.gouv.fr","04 90 35 00 52","84","1","aucun","corg.ggd84@gendarmerie.interieur.gouv.fr","1010413","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","44.38662","4.99958"
"4187","4606","Brigade territoriale autonome de Bollène","1280 Avenue Théodore Aubanel 84500 BOLLENE","bta.bollene@gendarmerie.interieur.gouv.fr","04 90 30 10 28","84","1","aucun","corg.ggd84@gendarmerie.interieur.gouv.fr","1010411","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","44.29359","4.75405"
"5266","4794","Brigade territoriale autonome de Villefort","Lieu-dit Les Sédariès 48800 VILLEFORT","bta.villefort@gendarmerie.interieur.gouv.fr","04 66 46 80 05","48","1","aucun","corg.ggd48@gendarmerie.interieur.gouv.fr","1010969","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","44.43315","3.93167"
"5264","977","Brigade de proximité de Valdallière","13 Avenue Charles de Gaulle VASSY 14410 VALDALLIERE","cob.conde-en-normandie@gendarmerie.interieur.gouv.fr","02 31 66 36 20","14","1","aucun","corg.ggd14@gendarmerie.interieur.gouv.fr","1007062","$Mardi : 8h00-12h00$Mercredi : 14h00-18h00$Samedi : 14h00-18h00","48.85198","-0.68373"
"5265","4556","Brigade de proximité de Collobrières","Résidence Les Restanques 4 Rue Sieyès 83610 COLLOBRIERES","cob.pierrefeu-du-var@gendarmerie.interieur.gouv.fr","04 94 48 07 06","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010351","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00","43.23532","6.30839"
"7206","4700","Brigade de proximité de Saint-Hilaire","27 Route de Ladern 11250 ST HILAIRE","cob.limoux@gendarmerie.interieur.gouv.fr","04 68 69 40 17","11","1","aucun","corg.ggd11@gendarmerie.interieur.gouv.fr","1010799","Non renseigné dans Pulsar","43.09313","2.31336"
"7205","4692","Brigade de proximité de Belpech","4 Rue du Mont-Vallier 11420 BELPECH","cob.salles-sur-l-hers@gendarmerie.interieur.gouv.fr","04 68 60 60 17","11","1","aucun","corg.ggd11@gendarmerie.interieur.gouv.fr","1010788","$Lundi : 14h00-18h00$Mercredi : 14h00-18h00$Vendredi : 8h00-12h00","43.19822","1.74736"
"7204","17444","Brigade territoriale autonome de Saint-Jean-de-Védas","330 Avenue de Librilla 34430 ST JEAN DE VEDAS","bta.st-jean-de-vedas@gendarmerie.interieur.gouv.fr","04 67 99 45 70","34","1","aucun","corg.ggd34@gendarmerie.interieur.gouv.fr","1010669","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.57344","3.83247"
"4641","1134","Brigade de proximité d'Oudon","399 Rue d'Anjou 44521 OUDON","cob.ancenis-st-gereon@gendarmerie.interieur.gouv.fr","02 40 83 60 01","44","1","aucun","cog.ggd44@gendarmerie.interieur.gouv.fr","1007349","$Lundi : 14h00-18h00$Mercredi : 14h00-18h00$Samedi : 14h00-18h00","47.34882","-1.28187"
"7201","4624","Brigade territoriale autonome de Castries","18 Avenue du Moulin-à-Vent 34160 CASTRIES","bta.castries@gendarmerie.interieur.gouv.fr","04 67 70 03 31","34","1","aucun","corg.ggd34@gendarmerie.interieur.gouv.fr","1010716","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.67884","3.97972"
"7202","4627","Brigade territoriale autonome de La-Grande-Motte","38 Avenue Melgueil 34280 LA GRANDE MOTTE","bta.la-grande-motte@gendarmerie.interieur.gouv.fr","04 67 56 50 29","34","1","aucun","corg.ggd34@gendarmerie.interieur.gouv.fr","1010717","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.56295","4.08575"
"4180","4524","Brigade territoriale autonome de Fayence","2971 Route de Fréjus 83440 FAYENCE","bta.fayence@gendarmerie.interieur.gouv.fr","04 94 39 16 40","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010328","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.59677","6.69118"
"4179","4527","Brigade de proximité de Salernes","Quartier La Manserve Route Nationale 560 83690 SALERNES","cob.salernes@gendarmerie.interieur.gouv.fr","04 94 70 60 17","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010326","$Mercredi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.56141","6.23876"
"5007","1136","Brigade de proximité de Vallons-de-l'Erdre","16 Boulevard Jules Ferry ST MARS LA JAILLE 44540 VALLONS DE L ERDRE","cob.riaille@gendarmerie.interieur.gouv.fr","02 40 97 01 17","44","1","aucun","cog.ggd44@gendarmerie.interieur.gouv.fr","1007346","$Mardi : 8h00-12h00 14h00-18h00$Jeudi : 14h00-18h00$Dimanche : 15h00-18h00","47.52743","-1.18398"
"4176","4535","Brigade territoriale autonome de Rians","Quartier Les Gypières 10 Chemin Saint-Marc 83560 RIANS","bta.rians@gendarmerie.interieur.gouv.fr","04 94 80 30 34","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010302","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.61104","5.75851"
"7198","4531","Brigade de proximité de Barjols","4 Place Louis Durand 83670 BARJOLS","cob.carces@gendarmerie.interieur.gouv.fr","04 94 77 01 18","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010305","$Mardi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00","43.557","6.00461"
"7199","4532","Brigade de proximité de Carcès","Route de Cotignac 83570 CARCES","cob.carces@gendarmerie.interieur.gouv.fr","04 94 04 50 07","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010304","$Lundi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.47964","6.18349"
"7200","4646","Brigade de proximité de Saint-Pons-de-Thomières","18 Avenue de la Gare 34220 ST PONS DE THOMIERES","cob.st-pons-de-thomieres@gendarmerie.interieur.gouv.fr","04 67 97 01 12","34","1","aucun","corg.ggd34@gendarmerie.interieur.gouv.fr","1010690","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.48761","2.76522"
"7197","4519","Brigade de proximité des Arcs","Quartier Bourgogne Route Nationale 555 83460 LES ARCS","cob.les-arcs@gendarmerie.interieur.gouv.fr","04 94 47 58 01","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010318","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.44867","6.47432"
"4172","4562","Brigade territoriale autonome de Saint-Cyr-sur-Mer","41 Chemin des Pradeaux 83270 ST CYR SUR MER","bta.st-cyr-sur-mer@gendarmerie.interieur.gouv.fr","04 94 26 26 52","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010294","$Lundi : 8h00-12h00 15h00-19h00$Mardi : 8h00-12h00 15h00-19h00$Mercredi : 8h00-12h00 15h00-19h00$Jeudi : 8h00-12h00 15h00-19h00$Vendredi : 8h00-12h00 15h00-19h00$Samedi : 8h00-12h00 15h00-19h00$Dimanche : 9h00-12h00 15h00-19h00$Jours Fériés : 9h00-12h00 15h00-19h00","43.18189","5.69758"
"7196","4534","Brigade de proximité de Gonfaron","Route de Repenti 83590 GONFARON","cob.le-luc@gendarmerie.interieur.gouv.fr","04 98 05 24 15","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010324","Pas d'accueil du public","43.33252","6.31016"
"7195","4545","Brigade de proximité du Muy","46 Ancienne route de Sainte-maxime 83490 LE MUY","cob.les-arcs@gendarmerie.interieur.gouv.fr","04 98 11 83 60","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010317","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.46985","6.5618"
"7193","4490","Brigade de proximité de Breil-sur-Roya","53 Rue du Commandant Hardy 06540 BREIL SUR ROYA","cob.breil-sur-roya@gendarmerie.interieur.gouv.fr","04 93 04 40 24","06","1","aucun","corg.ggd06@gendarmerie.interieur.gouv.fr","1010227","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-19h00$Jours Fériés : 9h00-12h00 15h00-19h00","43.94651","7.51486"
"7192","10436","Brigade de proximité de Roquefort-les-Pins","Route Départementale 2085 06330 ROQUEFORT LES PINS","cob.roquefort-les-pins@gendarmerie.interieur.gouv.fr","04 93 77 54 55","06","1","aucun","corg.ggd06@gendarmerie.interieur.gouv.fr","1010213","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.67198","7.03202"
"7191","4388","Brigade de proximité de Saint-André-les-Alpes","Quartier Les Cougnas Route de Nice 04170 ST ANDRE LES ALPES","cob.colmars@gendarmerie.interieur.gouv.fr","04 92 89 00 06","04","1","aucun","corg.ggd04@gendarmerie.interieur.gouv.fr","1010054","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.96181","6.5061"
"7190","7990","Brigade territoriale autonome d'Éguilles","15 Boulevard Léonce Artaud 13510 EGUILLES","bta.eguilles@gendarmerie.interieur.gouv.fr","04 42 92 53 55","13","1","aucun","corg.ggd13@gendarmerie.interieur.gouv.fr","1009982","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.56837","5.355856"
"7189","4340","Brigade territoriale autonome de Roquevaire","64 Avenue Elsa Triolet 13360 ROQUEVAIRE","bta.roquevaire@gendarmerie.interieur.gouv.fr","04 42 04 20 20","13","1","aucun","corg.ggd13@gendarmerie.interieur.gouv.fr","1009969","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.34512","5.602915"
"4640","146","Brigade territoriale autonome d'Estaires","2 Rue des Ormeaux 59940 ESTAIRES","bta.estaires@gendarmerie.interieur.gouv.fr","03 28 48 84 05","59","1","aucun","corg.ggd59@gendarmerie.interieur.gouv.fr","1013533","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","50.64451","2.71299"
"7188","4339","Brigade territoriale autonome de Gréasque","2 Montée des Brigoulets 13850 GREASQUE","bta.greasque@gendarmerie.interieur.gouv.fr","04 42 58 80 02","13","1","aucun","corg.ggd13@gendarmerie.interieur.gouv.fr","1009967","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.43038","5.54207"
"5905","1476","Brigade territoriale autonome de Villegouge","5 Route des Acacias 33141 VILLEGOUGE","bta.villegouge@gendarmerie.interieur.gouv.fr","05 57 84 86 50","33","1","aucun","corg.ggd33@gendarmerie.interieur.gouv.fr","1004099","$Lundi : 14h00-17h00$Mardi : 14h00-17h00$Mercredi : 14h00-17h00$Jeudi : 14h00-17h00$Vendredi : 14h00-17h00$Samedi : 14h00-17h00","44.96757","-0.30876"
"5906","1560","Brigade de proximité de Roquefort","49 Place Georges Lapios 40120 ROQUEFORT","cob.roquefort@gendarmerie.interieur.gouv.fr","05 58 45 76 39","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004252","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 14h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","44.03577","-0.32103"
